language1;lex1;lex_utf81;voc_lex_utf81
Hebrew;B;ב;בְּ
Hebrew;R>CJT/;ראשׁית֜;רֵאשִׁית
Hebrew;BR>[;ברא;ברא
Hebrew;>LHJM/;אלהים֜;אֱלֹהִים
Hebrew;>T;את;אֵת
Hebrew;H;ה;הַ
Hebrew;CMJM/;שׁמים֜;שָׁמַיִם
Hebrew;W;ו;וְ
Hebrew;>RY/;ארץ֜;אֶרֶץ
Hebrew;HJH[;היה;היה
Hebrew;THW/;תהו֜;תֹּהוּ
Hebrew;BHW/;בהו֜;בֹּהוּ
Hebrew;XCK/;חשׁך֜;חֹשֶׁךְ
Hebrew;<L;על;עַל
Hebrew;PNH/;פנה֜;פָּנֶה
Hebrew;THWM/;תהום֜;תְּהֹום
Hebrew;RWX/;רוח֜;רוּחַ
Hebrew;RXP[;רחף;רחף
Hebrew;MJM/;מים֜;מַיִם
Hebrew;>MR[;אמר;אמר
Hebrew;>WR/;אור֜;אֹור
Hebrew;R>H[;ראה;ראה
Hebrew;KJ;כי;כִּי
Hebrew;VWB[;טוב;טוב
Hebrew;BDL[;בדל;בדל
Hebrew;BJN/;בין֜;בַּיִן
Hebrew;QR>[;קרא;קרא
Hebrew;L;ל;לְ
Hebrew;JWM/;יום֜;יֹום
Hebrew;LJLH/;לילה֜;לַיְלָה
Hebrew;<RB/;ערב֜;עֶרֶב
Hebrew;BQR=/;בקר֜;בֹּקֶר
Hebrew;>XD/;אחד֜;אֶחָד
Hebrew;RQJ</;רקיע֜;רָקִיעַ
Hebrew;TWK/;תוך֜;תָּוֶךְ
Hebrew;<FH[;עשׂה;עשׂה
Hebrew;>CR;אשׁר;אֲשֶׁר
Hebrew;MN;מן;מִן
Hebrew;TXT/;תחת֜;תַּחַת
Hebrew;KN;כן;כֵּן
Hebrew;CNJ/;שׁני֜;שֵׁנִי
Hebrew;QWH=[;קוה;קוה
Hebrew;>L;אל;אֶל
Hebrew;MQWM/;מקום֜;מָקֹום
Hebrew;JBCH/;יבשׁה֜;יַבָּשָׁה
Hebrew;MQWH/;מקוה֜;מִקְוֶה
Hebrew;JM/;ים֜;יָם
Hebrew;DC>[;דשׁא;דשׁא
Hebrew;DC>/;דשׁא֜;דֶּשֶׁא
Hebrew;<FB/;עשׂב֜;עֵשֶׂב
Hebrew;ZR<[;זרע;זרע
Hebrew;ZR</;זרע֜;זֶרַע
Hebrew;<Y/;עץ֜;עֵץ
Hebrew;PRJ/;פרי֜;פְּרִי
Hebrew;MJN/;מין֜;מִין
Hebrew;JY>[;יצא;יצא
Hebrew;CLJCJ/;שׁלישׁי֜;שְׁלִישִׁי
Hebrew;M>WR/;מאור֜;מָאֹור
Hebrew;>WT/;אות֜;אֹות
Hebrew;MW<D/;מועד֜;מֹועֵד
Hebrew;CNH/;שׁנה֜;שָׁנָה
Hebrew;>WR[;אור;אור
Hebrew;CNJM/;שׁנים֜;שְׁנַיִם
Hebrew;GDWL/;גדול֜;גָּדֹול
Hebrew;MMCLT/;ממשׁלת֜;מֶמְשֶׁלֶת
Hebrew;QVN/;קטן֜;קָטֹן
Hebrew;KWKB/;כוכב֜;כֹּוכָב
Hebrew;NTN[;נתן;נתן
Hebrew;MCL[;משׁל;משׁל
Hebrew;RBJ<J/;רביעי֜;רְבִיעִי
Hebrew;CRY[;שׁרץ;שׁרץ
Hebrew;CRY/;שׁרץ֜;שֶׁרֶץ
Hebrew;NPC/;נפשׁ֜;נֶפֶשׁ
Hebrew;XJ/;חי֜;חַי
Hebrew;<WP/;עוף֜;עֹוף
Hebrew;<WP[;עוף;עוף
Hebrew;TNJN/;תנין֜;תַּנִּין
Hebrew;KL/;כל֜;כֹּל
Hebrew;RMF[;רמשׂ;רמשׂ
Hebrew;KNP/;כנף֜;כָּנָף
Hebrew;BRK[;ברך;ברך
Hebrew;PRH[;פרה;פרה
Hebrew;RBH[;רבה;רבה
Hebrew;ML>[;מלא;מלא
Hebrew;XMJCJ/;חמישׁי֜;חֲמִישִׁי
Hebrew;BHMH/;בהמה֜;בְּהֵמָה
Hebrew;RMF/;רמשׂ֜;רֶמֶשׂ
Hebrew;XJH/;חיה֜;חַיָּה
Hebrew;>DMH/;אדמה֜;אֲדָמָה
Hebrew;>DM/;אדם֜;אָדָם
Hebrew;YLM/;צלם֜;צֶלֶם
Hebrew;K;כ;כְּ
Hebrew;DMWT/;דמות֜;דְּמוּת
Hebrew;RDH[;רדה;רדה
Hebrew;DGH/;דגה֜;דָּגָה
Hebrew;ZKR=/;זכר֜;זָכָר
Hebrew;NQBH/;נקבה֜;נְקֵבָה
Hebrew;KBC[;כבשׁ;כבשׁ
Hebrew;HNH;הנה;הִנֵּה
Hebrew;>KLH/;אכלה֜;אָכְלָה
Hebrew;JRQ/;ירק֜;יֶרֶק
Hebrew;VWB/;טוב֜;טֹוב
Hebrew;M>D/;מאד֜;מְאֹד
Hebrew;CCJ/;שׁשׁי֜;שִׁשִּׁי
Hebrew;KLH[;כלה;כלה
Hebrew;YB>/;צבא֜;צָבָא
Hebrew;CBJ<J/;שׁביעי֜;שְׁבִיעִי
Hebrew;ML>KT/;מלאכת֜;מְלֶאכֶת
Hebrew;CBT[;שׁבת;שׁבת
Hebrew;QDC[;קדשׁ;קדשׁ
Hebrew;>LH;אלה;אֵלֶּה
Hebrew;TWLDWT/;תולדות֜;תֹּולֵדֹות
Hebrew;JHWH/;יהוה֜;יְהוָה
Hebrew;FJX/;שׂיח֜;שִׂיחַ
Hebrew;FDH/;שׂדה֜;שָׂדֶה
Hebrew;VRM/;טרם֜;טֶרֶם
Hebrew;YMX[;צמח;צמח
Hebrew;L>;לא;לֹא
Hebrew;MVR[;מטר;מטר
Hebrew;>JN/;אין֜;אַיִן
Hebrew;<BD[;עבד;עבד
Hebrew;>D/;אד֜;אֵד
Hebrew;<LH[;עלה;עלה
Hebrew;CQH[;שׁקה;שׁקה
Hebrew;JYR[;יצר;יצר
Hebrew;<PR/;עפר֜;עָפָר
Hebrew;NPX[;נפח;נפח
Hebrew;>P/;אף֜;אַף
Hebrew;NCMH/;נשׁמה֜;נְשָׁמָה
Hebrew;XJJM/;חיים֜;חַיִּים
Hebrew;NV<[;נטע;נטע
Hebrew;GN/;גן֜;גַּן
Hebrew;<DN=/;עדן֜;עֵדֶן
Hebrew;QDM/;קדם֜;קֶדֶם
Hebrew;FJM[;שׂים;שׂים
Hebrew;CM;שׁם;שָׁם
Hebrew;XMD[;חמד;חמד
Hebrew;MR>H/;מראה֜;מַרְאֶה
Hebrew;M>KL/;מאכל֜;מַאֲכָל
Hebrew;D<T/;דעת֜;דַּעַת
Hebrew;R</;רע֜;רַע
Hebrew;NHR/;נהר֜;נָהָר
Hebrew;PRD[;פרד;פרד
Hebrew;>RB</;ארבע֜;אַרְבַּע
Hebrew;R>C/;ראשׁ֜;רֹאשׁ
Hebrew;CM/;שׁם֜;שֵׁם
Hebrew;PJCWN/;פישׁון֜;פִּישֹׁון
Hebrew;HW>;הוא;הוּא
Hebrew;SBB[;סבב;סבב
Hebrew;XWJLH/;חוילה֜;חֲוִילָה
Hebrew;ZHB/;זהב֜;זָהָב
Hebrew;HJ>;היא;הִיא
Hebrew;BDLX/;בדלח֜;בְּדֹלַח
Hebrew;>BN/;אבן֜;אֶבֶן
Hebrew;CHM/;שׁהם֜;שֹׁהַם
Hebrew;GJXWN/;גיחון֜;גִּיחֹון
Hebrew;KWC/;כושׁ֜;כּוּשׁ
Hebrew;XDQL/;חדקל֜;חִדֶּקֶל
Hebrew;HLK[;הלך;הלך
Hebrew;QDMH/;קדמה֜;קִדְמָה
Hebrew;>CWR/;אשׁור֜;אַשּׁוּר
Hebrew;PRT/;פרת֜;פְּרָת
Hebrew;LQX[;לקח;לקח
Hebrew;NWX[;נוח;נוח
Hebrew;CMR[;שׁמר;שׁמר
Hebrew;YWH[;צוה;צוה
Hebrew;>KL[;אכל;אכל
Hebrew;MWT[;מות;מות
Hebrew;BD/;בד֜;בַּד
Hebrew;<ZR/;עזר֜;עֵזֶר
Hebrew;NGD/;נגד֜;נֶגֶד
Hebrew;BW>[;בוא;בוא
Hebrew;MH;מה;מָה
Hebrew;MY>[;מצא;מצא
Hebrew;NPL[;נפל;נפל
Hebrew;TRDMH/;תרדמה֜;תַּרְדֵּמָה
Hebrew;JCN=[;ישׁן;ישׁן
Hebrew;YL</;צלע֜;צֵלָע
Hebrew;SGR[;סגר;סגר
Hebrew;BFR/;בשׂר֜;בָּשָׂר
Hebrew;BNH[;בנה;בנה
Hebrew;>CH/;אשׁה֜;אִשָּׁה
Hebrew;Z>T;זאת;זֹאת
Hebrew;P<M/;פעם֜;פַּעַם
Hebrew;<YM/;עצם֜;עֶצֶם
Hebrew;>JC/;אישׁ֜;אִישׁ
Hebrew;<ZB[;עזב;עזב
Hebrew;>B/;אב֜;אָב
Hebrew;>M/;אם֜;אֵם
Hebrew;DBQ[;דבק;דבק
Hebrew;<RWM/;ערום֜;עָרֹום
Hebrew;BWC[;בושׁ;בושׁ
Hebrew;NXC/;נחשׁ֜;נָחָשׁ
Hebrew;<RWM=/;ערום֜;עָרוּם
Hebrew;>P;אף;אַף
Hebrew;NG<[;נגע;נגע
Hebrew;PN;פן;פֶּן
Hebrew;JD<[;ידע;ידע
Hebrew;PQX[;פקח;פקח
Hebrew;<JN/;עין֜;עַיִן
Hebrew;T>WH/;תאוה֜;תַּאֲוָה
Hebrew;FKL[;שׂכל;שׂכל
Hebrew;GM;גם;גַּם
Hebrew;<M;עם;עִם
Hebrew;<JRM/;עירם֜;עֵירֹם
Hebrew;HM;הם;הֵם
Hebrew;TPR[;תפר;תפר
Hebrew;<LH=/;עלה֜;עָלֶה
Hebrew;T>NH/;תאנה֜;תְּאֵנָה
Hebrew;XGWRH/;חגורה֜;חֲגֹורָה
Hebrew;CM<[;שׁמע;שׁמע
Hebrew;QWL/;קול֜;קֹול
Hebrew;XB>[;חבא;חבא
Hebrew;>J;אי;אֵי
Hebrew;JR>[;ירא;ירא
Hebrew;>NKJ;אנכי;אָנֹכִי
Hebrew;MJ;מי;מִי
Hebrew;NGD[;נגד;נגד
Hebrew;>TH;אתה;אַתָּה
Hebrew;H=;ה;הֲ
Hebrew;BLT/;בלת֜;בֵּלֶת
Hebrew;<MD/;עמד֜;עִמָּד
Hebrew;NC>=[;נשׁא;נשׁא
Hebrew;>RR[;ארר;ארר
Hebrew;GXWN/;גחון֜;גָּחֹון
Hebrew;>JBH/;איבה֜;אֵיבָה
Hebrew;CJT[;שׁית;שׁית
Hebrew;CWP[;שׁוף;שׁוף
Hebrew;CWP=[;שׁוף;שׁוף
Hebrew;<QB=/;עקב֜;עָקֵב
Hebrew;<YBWN/;עצבון֜;עִצָּבֹון
Hebrew;HRWN/;הרון֜;הֵרֹון
Hebrew;<YB=/;עצב֜;עֶצֶב
Hebrew;JLD[;ילד;ילד
Hebrew;BN/;בן֜;בֵּן
Hebrew;TCWQH/;תשׁוקה֜;תְּשׁוּקָה
Hebrew;<BWR/;עבור֜;עֲבוּר
Hebrew;QWY/;קוץ֜;קֹוץ
Hebrew;DRDR/;דרדר֜;דַּרְדַּר
Hebrew;Z<H/;זעה֜;זֵעָה
Hebrew;LXM/;לחם֜;לֶחֶם
Hebrew;<D;עד;עַד
Hebrew;CWB[;שׁוב;שׁוב
Hebrew;XWH=/;חוה֜;חַוָּה
Hebrew;KTNT/;כתנת֜;כֻּתֹּנֶת
Hebrew;<WR=/;עור֜;עֹור
Hebrew;LBC[;לבשׁ;לבשׁ
Hebrew;HN;הן;הֵן
Hebrew;<TH;עתה;עַתָּה
Hebrew;CLX[;שׁלח;שׁלח
Hebrew;JD/;יד֜;יָד
Hebrew;XJH[;חיה;חיה
Hebrew;<WLM/;עולם֜;עֹולָם
Hebrew;GRC[;גרשׁ;גרשׁ
Hebrew;CKN[;שׁכן;שׁכן
Hebrew;KRWB/;כרוב֜;כְּרוּב
Hebrew;LHV/;להט֜;לַהַט
Hebrew;XRB/;חרב֜;חֶרֶב
Hebrew;HPK[;הפך;הפך
Hebrew;DRK/;דרך֜;דֶּרֶךְ
Hebrew;HRH[;הרה;הרה
Hebrew;QJN=/;קין֜;קַיִן
Hebrew;QNH=[;קנה;קנה
Hebrew;>T==;את;אֵת
Hebrew;JSP[;יסף;יסף
Hebrew;>X/;אח֜;אָח
Hebrew;HBL=/;הבל֜;הֶבֶל
Hebrew;R<H[;רעה;רעה
Hebrew;Y>N/;צאן֜;צֹאן
Hebrew;QY/;קץ֜;קֵץ
Hebrew;MNXH/;מנחה֜;מִנְחָה
Hebrew;BKR/;בכר֜;בְּכֹר
Hebrew;XLB=/;חלב֜;חֵלֶב
Hebrew;C<H[;שׁעה;שׁעה
Hebrew;XRH[;חרה;חרה
Hebrew;LMH;למה;לָמָה
Hebrew;>M;אם;אִם
Hebrew;JVB[;יטב;יטב
Hebrew;F>T/;שׂאת֜;שְׂאֵת
Hebrew;PTX/;פתח֜;פֶּתַח
Hebrew;XV>T/;חטאת֜;חַטָּאת
Hebrew;RBY[;רבץ;רבץ
Hebrew;QWM[;קום;קום
Hebrew;HRG[;הרג;הרג
Hebrew;DM/;דם֜;דָּם
Hebrew;Y<Q[;צעק;צעק
Hebrew;PYH[;פצה;פצה
Hebrew;PH/;פה֜;פֶּה
Hebrew;KX/;כח֜;כֹּחַ
Hebrew;NW<[;נוע;נוע
Hebrew;NWD[;נוד;נוד
Hebrew;<WN/;עון֜;עָוֹן
Hebrew;NF>[;נשׂא;נשׂא
Hebrew;STR[;סתר;סתר
Hebrew;LKN;לכן;לָכֵן
Hebrew;CB</;שׁבע֜;שֶׁבַע
Hebrew;NQM[;נקם;נקם
Hebrew;NKH[;נכה;נכה
Hebrew;JCB[;ישׁב;ישׁב
Hebrew;NWD/;נוד֜;נֹוד
Hebrew;XNWK/;חנוך֜;חֲנֹוךְ
Hebrew;<JR/;עיר֜;עִיר
Hebrew;XNWK=/;חנוך֜;חֲנֹוךְ
Hebrew;<JRD/;עירד֜;עִירָד
Hebrew;MXWJ>L/;מחויאל֜;מְחוּיָאֵל
Hebrew;MXJJ>L/;מחייאל֜;מְחִיּיָאֵל
Hebrew;MTWC>L/;מתושׁאל֜;מְתוּשָׁאֵל
Hebrew;LMK/;למך֜;לֶמֶךְ
Hebrew;<DH===/;עדה֜;עָדָה
Hebrew;YLH/;צלה֜;צִלָּה
Hebrew;JBL=/;יבל֜;יָבָל
Hebrew;>HL/;אהל֜;אֹהֶל
Hebrew;MQNH/;מקנה֜;מִקְנֶה
Hebrew;JWBL==/;יובל֜;יוּבָל
Hebrew;TPF[;תפשׂ;תפשׂ
Hebrew;KNWR/;כנור֜;כִּנֹּור
Hebrew;<WGB/;עוגב֜;עוּגָב
Hebrew;TWBL_QJN/;תובל קין֜;תּוּבַל קַיִן
Hebrew;LVC[;לטשׁ;לטשׁ
Hebrew;XRC=[;חרשׁ;חרשׁ
Hebrew;NXCT/;נחשׁת֜;נְחֹשֶׁת
Hebrew;BRZL/;ברזל֜;בַּרְזֶל
Hebrew;>XWT/;אחות֜;אָחֹות
Hebrew;N<MH/;נעמה֜;נַעֲמָה
Hebrew;>ZN[;אזן;אזן
Hebrew;>MRH/;אמרה֜;אִמְרָה
Hebrew;PY</;פצע֜;פֶּצַע
Hebrew;JLD/;ילד֜;יֶלֶד
Hebrew;XBWRH/;חבורה֜;חַבּוּרָה
Hebrew;>DM===/;אדם֜;אָדָם
Hebrew;<WD/;עוד֜;עֹוד
Hebrew;CT==/;שׁת֜;שֵׁת
Hebrew;>XR=/;אחר֜;אַחֵר
Hebrew;>NWC==/;אנושׁ֜;אֱנֹושׁ
Hebrew;>Z;אז;אָז
Hebrew;XLL[;חלל;חלל
Hebrew;ZH;זה;זֶה
Hebrew;SPR/;ספר֜;סֵפֶר
Hebrew;CLC/;שׁלשׁ֜;שָׁלֹשׁ
Hebrew;M>H/;מאה֜;מֵאָה
Hebrew;>XR/;אחר֜;אַחַר
Hebrew;CMNH/;שׁמנה֜;שְׁמֹנֶה
Hebrew;BT/;בת֜;בַּת
Hebrew;TC</;תשׁע֜;תֵּשַׁע
Hebrew;XMC/;חמשׁ֜;חָמֵשׁ
Hebrew;<FRH/;עשׂרה֜;עֶשְׂרֵה
Hebrew;QJNN/;קינן֜;קֵינָן
Hebrew;MHLL>L/;מהללאל֜;מַהֲלַלְאֵל
Hebrew;<FR=/;עשׂר֜;עֶשֶׂר
Hebrew;CC/;שׁשׁ֜;שֵׁשׁ
Hebrew;JRD/;ירד֜;יֶרֶד
Hebrew;MTWCLX/;מתושׁלח֜;מְתוּשֶׁלַח
Hebrew;NX/;נח֜;נֹחַ
Hebrew;NXM[;נחם;נחם
Hebrew;M<FH/;מעשׂה֜;מַעֲשֶׂה
Hebrew;CM=/;שׁם֜;שֵׁם
Hebrew;XM===/;חם֜;חָם
Hebrew;JPT/;יפת֜;יֶפֶת
Hebrew;RBB[;רבב;רבב
Hebrew;HNH=;הנה;הֵנָּה
Hebrew;BXR[;בחר;בחר
Hebrew;DWN[;דון;דון
Hebrew;C;שׁ;שַׁ
Hebrew;<FRJM/;עשׂרים֜;עֶשְׂרִים
Hebrew;NPJLJM/;נפילים֜;נְפִילִים
Hebrew;HMH;המה;הֵמָּה
Hebrew;GBWR/;גבור֜;גִּבֹּור
Hebrew;RB/;רב֜;רַב
Hebrew;R<H/;רעה֜;רָעָה
Hebrew;JYR/;יצר֜;יֵצֶר
Hebrew;MXCBH/;מחשׁבה֜;מַחֲשָׁבָה
Hebrew;LB/;לב֜;לֵב
Hebrew;RQ;רק;רַק
Hebrew;<YB[;עצב;עצב
Hebrew;MXH[;מחה;מחה
Hebrew;XN/;חן֜;חֵן
Hebrew;YDJQ/;צדיק֜;צַדִּיק
Hebrew;TMJM/;תמים֜;תָּמִים
Hebrew;DWR/;דור֜;דֹּור
Hebrew;CXT[;שׁחת;שׁחת
Hebrew;XMS/;חמס֜;חָמָס
Hebrew;TBH/;תבה֜;תֵּבָה
Hebrew;GPR/;גפר֜;גֹּפֶר
Hebrew;QN/;קן֜;קֵן
Hebrew;KPR[;כפר;כפר
Hebrew;BJT/;בית֜;בַּיִת
Hebrew;XWY/;חוץ֜;חוּץ
Hebrew;KPR=/;כפר֜;כֹּפֶר
Hebrew;>MH=/;אמה֜;אַמָּה
Hebrew;>RK=/;ארך֜;אֹרֶךְ
Hebrew;RXB=/;רחב֜;רֹחַב
Hebrew;QWMH/;קומה֜;קֹומָה
Hebrew;YHR/;צהר֜;צֹהַר
Hebrew;M<L/;מעל֜;מַעַל
Hebrew;YD/;צד֜;צַד
Hebrew;TXTJ/;תחתי֜;תַּחְתִּי
Hebrew;>NJ;אני;אֲנִי
Hebrew;MBWL/;מבול֜;מַבּוּל
Hebrew;GW<[;גוע;גוע
Hebrew;BRJT/;ברית֜;בְּרִית
Hebrew;>SP[;אסף;אסף
Hebrew;VHR/;טהר֜;טָהֹר
Hebrew;JQWM/;יקום֜;יְקוּם
Hebrew;XDC=/;חדשׁ֜;חֹדֶשׁ
Hebrew;<FR/;עשׂר֜;עָשָׂר
Hebrew;BQ<[;בקע;בקע
Hebrew;M<JN/;מעין֜;מַעְיָן
Hebrew;>RBH=/;ארבה֜;אֲרֻבָּה
Hebrew;PTX[;פתח;פתח
Hebrew;GCM/;גשׁם֜;גֶּשֶׁם
Hebrew;YPWR/;צפור֜;צִפֹּור
Hebrew;B<D/;בעד֜;בַּעַד
Hebrew;RWM[;רום;רום
Hebrew;GBR[;גבר;גבר
Hebrew;KSH[;כסה;כסה
Hebrew;HR/;הר֜;הַר
Hebrew;GBH/;גבה֜;גָּבֹהַּ
Hebrew;XRBH/;חרבה֜;חָרָבָה
Hebrew;C>R[;שׁאר;שׁאר
Hebrew;>K;אך;אַךְ
Hebrew;ZKR[;זכר;זכר
Hebrew;<BR[;עבר;עבר
Hebrew;CKK[;שׁכך;שׁכך
Hebrew;SKR[;סכר;סכר
Hebrew;KL>[;כלא;כלא
Hebrew;XSR[;חסר;חסר
Hebrew;QYH=/;קצה֜;קָצֶה
Hebrew;>RRV/;אררט֜;אֲרָרַט
Hebrew;<FJRJ/;עשׂירי֜;עֲשִׂירִי
Hebrew;XLWN/;חלון֜;חַלֹּון
Hebrew;<RB===/;ערב֜;עֹרֵב
Hebrew;JBC[;יבשׁ;יבשׁ
Hebrew;JWNH/;יונה֜;יֹונָה
Hebrew;QLL[;קלל;קלל
Hebrew;MNWX/;מנוח֜;מָנֹוחַ
Hebrew;KP/;כף֜;כַּף
Hebrew;RGL/;רגל֜;רֶגֶל
Hebrew;XJL==[;חיל;חיל
Hebrew;<T/;עת֜;עֵת
Hebrew;ZJT/;זית֜;זַיִת
Hebrew;VRP=/;טרף֜;טָרָף
Hebrew;JXL[;יחל;יחל
Hebrew;R>CWN/;ראשׁון֜;רִאשֹׁון
Hebrew;XRB[;חרב;חרב
Hebrew;SWR[;סור;סור
Hebrew;MKSH/;מכסה֜;מִכְסֶה
Hebrew;DBR[;דבר;דבר
Hebrew;MCPXH/;משׁפחה֜;מִשְׁפָּחָה
Hebrew;MZBX/;מזבח֜;מִזְבֵּחַ
Hebrew;<LH/;עלה֜;עֹלָה
Hebrew;RWX[;רוח;רוח
Hebrew;RJX/;ריח֜;רֵיחַ
Hebrew;NJXX/;ניחח֜;נִיחֹחַ
Hebrew;N<WRJM/;נעורים֜;נְעוּרִים
Hebrew;QYJR/;קציר֜;קָצִיר
Hebrew;QR/;קר֜;קֹר
Hebrew;XM/;חם֜;חֹם
Hebrew;QJY/;קיץ֜;קַיִץ
Hebrew;XRP/;חרף֜;חֹרֶף
Hebrew;MWR>/;מורא֜;מֹורָא
Hebrew;XT/;חת֜;חַת
Hebrew;DG/;דג֜;דָּג
Hebrew;DRC[;דרשׁ;דרשׁ
Hebrew;CPK[;שׁפך;שׁפך
Hebrew;>TM;אתם;אַתֶּם
Hebrew;KRT[;כרת;כרת
Hebrew;QCT/;קשׁת֜;קֶשֶׁת
Hebrew;<NN/;ענן֜;עָנָן
Hebrew;<NN[;ענן;ענן
Hebrew;KN<N/;כנען֜;כְּנַעַן
Hebrew;NPY[;נפץ;נפץ
Hebrew;KRM/;כרם֜;כֶּרֶם
Hebrew;CTH[;שׁתה;שׁתה
Hebrew;JJN/;יין֜;יַיִן
Hebrew;CKR[;שׁכר;שׁכר
Hebrew;GLH[;גלה;גלה
Hebrew;<RWH/;ערוה֜;עֶרְוָה
Hebrew;FMLH/;שׂמלה֜;שִׂמְלָה
Hebrew;CKM/;שׁכם֜;שְׁכֶם
Hebrew;>XRNJT;אחרנית;אֲחֹרַנִּית
Hebrew;JQY[;יקץ;יקץ
Hebrew;QVN=/;קטן֜;קָטָן
Hebrew;<BD/;עבד֜;עֶבֶד
Hebrew;PTH=[;פתה;פתה
Hebrew;GMR/;גמר֜;גֹּמֶר
Hebrew;MGWG/;מגוג֜;מָגֹוג
Hebrew;MDJ/;מדי֜;מָדַי
Hebrew;JWN=/;יון֜;יָוָן
Hebrew;TBL==/;תבל֜;תֻּבַל
Hebrew;MCK=/;משׁך֜;מֶשֶׁךְ
Hebrew;TJRS/;תירס֜;תִּירָס
Hebrew;>CKNZ/;אשׁכנז֜;אַשְׁכֲּנַז
Hebrew;RJPT/;ריפת֜;רִיפַת
Hebrew;TWGRMH/;תוגרמה֜;תֹּוגַרְמָה
Hebrew;>LJCH/;אלישׁה֜;אֱלִישָׁה
Hebrew;TRCJC=/;תרשׁישׁ֜;תַּרְשִׁישׁ
Hebrew;KTJ/;כתי֜;כתי֜
Hebrew;DDNJ=/;דדני֜;דדני֜
Hebrew;>J/;אי֜;אִי
Hebrew;GWJ/;גוי֜;גֹּוי
Hebrew;LCWN/;לשׁון֜;לָשֹׁון
Hebrew;MYRJM/;מצרים֜;מִצְרַיִם
Hebrew;PWV/;פוט֜;פּוּט
Hebrew;KWC=/;כושׁ֜;כּוּשׁ
Hebrew;SB>==/;סבא֜;סְבָא
Hebrew;SBT>/;סבתא֜;סַבְתָּא
Hebrew;R<MH=/;רעמה֜;רַעְמָה
Hebrew;SBTK>/;סבתכא֜;סַבְתְּכָא
Hebrew;CB>/;שׁבא֜;שְׁבָא
Hebrew;DDN/;דדן֜;דְּדָן
Hebrew;NMRD/;נמרד֜;נִמְרֹד
Hebrew;YJD/;ציד֜;צַיִד
Hebrew;MMLKT/;ממלכת֜;מַמְלֶכֶת
Hebrew;BBL/;בבל֜;בָּבֶל
Hebrew;>RK===/;ארך֜;אֶרֶךְ
Hebrew;>KD/;אכד֜;אַכַּד
Hebrew;KLNH/;כלנה֜;כַּלְנֵה
Hebrew;CN<R/;שׁנער֜;שִׁנְעָר
Hebrew;NJNWH/;נינוה֜;נִינְוֵה
Hebrew;RXBT_<JR/;רחבת עיר֜;רְחֹבֹת עִיר
Hebrew;KLX=/;כלח֜;כֶּלַח
Hebrew;RSN=/;רסן֜;רֶסֶן
Hebrew;LWDJM/;לודים֜;לוּדִים
Hebrew;<NMJM/;ענמים֜;עֲנָמִים
Hebrew;LHBJM/;להבים֜;לְהָבִים
Hebrew;NPTXJM/;נפתחים֜;נַפְתֻּחִים
Hebrew;PTRSJM/;פתרסים֜;פַּתְרֻסִים
Hebrew;KSLXJM/;כסלחים֜;כַּסְלֻחִים
Hebrew;PLCTJ/;פלשׁתי֜;פְּלִשְׁתִּי
Hebrew;KPTRJ/;כפתרי֜;כַּפְתֹּרִי
Hebrew;YJDWN/;צידון֜;צִידֹון
Hebrew;XT==/;חת֜;חֵת
Hebrew;JBWSJ/;יבוסי֜;יְבוּסִי
Hebrew;>MRJ/;אמרי֜;אֱמֹרִי
Hebrew;GRGCJ/;גרגשׁי֜;גִּרְגָּשִׁי
Hebrew;XWJ/;חוי֜;חִוִּי
Hebrew;<RQJ/;ערקי֜;עַרְקִי
Hebrew;SJNJ/;סיני֜;סִינִי
Hebrew;>RWDJ/;ארודי֜;אַרְוָדִי
Hebrew;YMRJ/;צמרי֜;צְמָרִי
Hebrew;XMTJ/;חמתי֜;חֲמָתִי
Hebrew;PWY[;פוץ;פוץ
Hebrew;KN<NJ/;כנעני֜;כְּנַעֲנִי
Hebrew;GBWL/;גבול֜;גְּבוּל
Hebrew;GRR/;גרר֜;גְּרָר
Hebrew;<ZH/;עזה֜;עַזָּה
Hebrew;SDM/;סדם֜;סְדֹם
Hebrew;<MRH/;עמרה֜;עֲמֹרָה
Hebrew;>DMH=/;אדמה֜;אַדְמָה
Hebrew;YB>JM/;צבאים֜;צְבֹאיִם
Hebrew;LC</;לשׁע֜;לֶשַׁע
Hebrew;<BR=/;עבר֜;עֵבֶר
Hebrew;<JLM/;עילם֜;עֵילָם
Hebrew;>RPKCD/;ארפכשׁד֜;אַרְפַּכְשָׁד
Hebrew;LWD/;לוד֜;לוּד
Hebrew;>RM/;ארם֜;אֲרָם
Hebrew;<WY/;עוץ֜;עוּץ
Hebrew;XWL==/;חול֜;חוּל
Hebrew;GTR/;גתר֜;גֶּתֶר
Hebrew;MC/;משׁ֜;מַשׁ
Hebrew;CLX==/;שׁלח֜;שֶׁלַח
Hebrew;PLG=/;פלג֜;פֶּלֶג
Hebrew;PLG[;פלג;פלג
Hebrew;JQVN/;יקטן֜;יָקְטָן
Hebrew;>LMWDD/;אלמודד֜;אַלְמֹודָד
Hebrew;CLP/;שׁלף֜;שֶׁלֶף
Hebrew;XYRMWT/;חצרמות֜;חֲצַרְמָוֶת
Hebrew;JRX==/;ירח֜;יֶרַח
Hebrew;HDWRM/;הדורם֜;הֲדֹורָם
Hebrew;>WZL/;אוזל֜;אוּזָל
Hebrew;DQLH/;דקלה֜;דִּקְלָה
Hebrew;<WBL/;עובל֜;עֹובָל
Hebrew;>BJM>L/;אבימאל֜;אֲבִימָאֵל
