language1;lex1;lex_utf81;voc_lex_utf81
Hebrew;CXV=[;שׁחט;שׁחט
Hebrew;MNH=/;מנה֜;מָנֶה
Hebrew;PZZ=[;פזז;פזז
Hebrew;CNHBJM/;שׁנהבים֜;שֶׁנְהַבִּים
Hebrew;QWP/;קוף֜;קֹוף
Hebrew;TKJJM/;תכיים֜;תֻּכִּיִּים
Hebrew;NCQ/;נשׁק֜;נֵשֶׁק
Hebrew;CQMH/;שׁקמה֜;שִׁקְמָה
Hebrew;<CTRT==/;עשׁתרת֜;עַשְׁתֹּרֶת
Hebrew;MLKM/;מלכם֜;מִלְכֹּם
Hebrew;>DD/;אדד֜;אֲדַד
Hebrew;TXPNJS/;תחפניס֜;תַּחְפְּנֵיס
Hebrew;GBJRH/;גבירה֜;גְּבִירָה
Hebrew;GNBT/;גנבת֜;גְּנֻבַת
Hebrew;RZWN==/;רזון֜;רְזֹון
Hebrew;JRB<M/;ירבעם֜;יָרָבְעָם
Hebrew;NBV/;נבט֜;נְבָט
Hebrew;YRDH/;צרדה֜;צְרֵדָה
Hebrew;YRW<H/;צרועה֜;צְרוּעָה
Hebrew;SBL=/;סבל֜;סֵבֶל
Hebrew;CJLNJ/;שׁילני֜;שִׁילֹנִי
Hebrew;QR<JM/;קרעים֜;קְרָעִים
Hebrew;NJR=/;ניר֜;נִיר
Hebrew;CJCQ/;שׁישׁק֜;שִׁישָׁק
Hebrew;RXB<M/;רחבעם֜;רְחַבְעָם
Hebrew;QVN==/;קטן֜;קֹטֶן
Hebrew;CWV/;שׁוט֜;שֹׁוט
Hebrew;SBH/;סבה֜;סִבָּה
Hebrew;CM<JH/;שׁמעיה֜;שְׁמַעְיָה
Hebrew;BD>[;בדא;בדא
Hebrew;J>CJHW/;יאשׁיהו֜;יֹאשִׁיָּהוּ
Hebrew;MTT/;מתת֜;מַתַּת
Hebrew;HWJ;הוי;הֹוי
Hebrew;CMRWN/;שׁמרון֜;שֹׁמְרֹון
Hebrew;XPY=/;חפץ֜;חָפֵץ
Hebrew;BQBQ/;בקבק֜;בַּקְבֻּק
Hebrew;>XJHW/;אחיהו֜;אֲחִיָּהוּ
Hebrew;FJB/;שׂיב֜;שֵׂיב
Hebrew;GW=/;גו֜;גַּו
Hebrew;GLL=/;גלל֜;גָּלָל
Hebrew;T>/;תא֜;תָּא
Hebrew;>BJM/;אבים֜;אֲבִיָּם
Hebrew;>BJCLWM/;אבישׁלום֜;אֲבִישָׁלֹום
Hebrew;>S>/;אסא֜;אָסָא
Hebrew;MPLYT/;מפלצת֜;מִפְלֶצֶת
Hebrew;B<C>/;בעשׁא֜;בַּעְשָׁא
Hebrew;BN_HDD/;בן הדד֜;בֶּן הֲדַד
Hebrew;VBRMN/;טברמן֜;טַבְרִמֹּן
Hebrew;XZJWN=/;חזיון֜;חֶזְיֹון
Hebrew;<JWN/;עיון֜;עִיֹּון
Hebrew;>BL_BJT_M<KH/;אבל בית מעכה֜;אָבֵל בֵּית מַעֲכָה
Hebrew;JHW>/;יהוא֜;יֵהוּא
Hebrew;XNNJ/;חנני֜;חֲנָנִי
Hebrew;>RY>/;ארצא֜;אַרְצָא
Hebrew;<MRJ/;עמרי֜;עָמְרִי
Hebrew;>RMWN/;ארמון֜;אַרְמֹון
Hebrew;TBNJ/;תבני֜;תִּבְנִי
Hebrew;GJNT/;גינת֜;גִּינַת
Hebrew;CMR=/;שׁמר֜;שֶׁמֶר
Hebrew;>X>B/;אחאב֜;אַחְאָב
Hebrew;>JZBL/;איזבל֜;אִיזֶבֶל
Hebrew;>TB<L/;אתבעל֜;אֶתְבַּעַל
Hebrew;XJ>L/;חיאל֜;חִיאֵל
Hebrew;>LJ/;אלי֜;אֱלִי
Hebrew;FGWB/;שׂגוב֜;שְׂגוּב
Hebrew;>LJHW/;אליהו֜;אֵלִיָּהוּ
Hebrew;TCBJ/;תשׁבי֜;תִּשְׁבִּי
Hebrew;KRJT/;כרית֜;כְּרִית
Hebrew;YRPT/;צרפת֜;צָרְפַת
Hebrew;M<WG/;מעוג֜;מָעֹוג
Hebrew;<BDJHW/;עבדיהו֜;עֹבַדְיָהוּ
Hebrew;XYJR/;חציר֜;חָצִיר
Hebrew;S<PJM/;סעפים֜;סְעִפִּים
Hebrew;HTL[;התל;התל
Hebrew;FJG/;שׂיג֜;שִׂיג
Hebrew;QCB/;קשׁב֜;קֶשֶׁב
Hebrew;T<LH/;תעלה֜;תְּעָלָה
Hebrew;GHR[;גהר;גהר
Hebrew;QDR[;קדר;קדר
Hebrew;CNS[;שׁנס;שׁנס
Hebrew;RTM/;רתם֜;רֹתֶם
Hebrew;RYP/;רצף֜;רֶצֶף
Hebrew;>KJLH/;אכילה֜;אֲכִילָה
Hebrew;R<C/;רעשׁ֜;רַעַשׁ
Hebrew;DMMH/;דממה֜;דְּמָמָה
Hebrew;XZ>L/;חזאל֜;חֲזָאֵל
Hebrew;NMCJ/;נמשׁי֜;נִמְשִׁי
Hebrew;>LJC</;אלישׁע֜;אֱלִישָׁע
Hebrew;MXMD/;מחמד֜;מַחְמָד
Hebrew;FPQ=[;שׂפק;שׂפק
Hebrew;C<L/;שׁעל֜;שֹׁעַל
Hebrew;MDJNH/;מדינה֜;מְדִינָה
Hebrew;XFP/;חשׂף֜;חָשִׂף
Hebrew;XLV[;חלט;חלט
Hebrew;>PR=/;אפר֜;אֲפֵר
Hebrew;SR/;סר֜;סַר
Hebrew;Z<P=/;זעף֜;זָעֵף
Hebrew;NBWT/;נבות֜;נָבֹות
Hebrew;XR=/;חר֜;חֹר
Hebrew;JML>/;ימלא֜;יִמְלָא
Hebrew;YDQJH/;צדקיה֜;צִדְקִיָּה
Hebrew;KN<NH/;כנענה֜;כְּנַעֲנָה
Hebrew;YDQJHW/;צדקיהו֜;צִדְקִיָּהוּ
Hebrew;XBH[;חבה;חבה
Hebrew;>MWN==/;אמון֜;אָמֹון
Hebrew;KL>/;כלא֜;כֶּלֶא
Hebrew;DBQ/;דבק֜;דֶּבֶק
Hebrew;RKB=/;רכב֜;רַכָּב
Hebrew;>XZJHW/;אחזיהו֜;אֲחַזְיָהוּ
Hebrew;<ZWBH/;עזובה֜;עֲזוּבָה
Hebrew;CLXJ/;שׁלחי֜;שִׁלְחִי
Hebrew;JHWRM/;יהורם֜;יְהֹורָם
Hebrew;>XZJH/;אחזיה֜;אֲחַזְיָה
Hebrew;ZBWB/;זבוב֜;זְבוּב
Hebrew;>LJH=/;אליה֜;אֵלִיָּה
Hebrew;>ZWR/;אזור֜;אֵזֹור
Hebrew;S<RH/;סערה֜;סְעָרָה
Hebrew;GLM[;גלם;גלם
Hebrew;YLXJT/;צלחית֜;צְלֹחִית
Hebrew;QLS[;קלס;קלס
Hebrew;MJC</;מישׁע֜;מֵישַׁע
Hebrew;NQD/;נקד֜;נֹקֵד
Hebrew;MBXWR/;מבחור֜;מִבְחֹור
Hebrew;XRB=[;חרב;חרב
Hebrew;QJR_XRFT/;קיר חרשׂת֜;קִיר חֲרָשֶׂת
Hebrew;QL<=/;קלע֜;קַלָּע
Hebrew;>SWK/;אסוך֜;אָסוּךְ
Hebrew;NCJ/;נשׁי֜;נְשִׁי
Hebrew;GJXZJ/;גיחזי֜;גֵּיחֲזִי
Hebrew;CLH[;שׁלה;שׁלה
Hebrew;ZRR[;זרר;זרר
Hebrew;CPT[;שׁפת;שׁפת
Hebrew;>RT/;ארת֜;אֹרֹת
Hebrew;PQ<T/;פקעת֜;פַּקֻּעֹת
Hebrew;PLX[;פלח;פלח
Hebrew;B<L_CLCH/;בעל שׁלשׁה֜;בַּעַל שָׁלִשָׁה
Hebrew;YQLWN/;צקלון֜;צִקָּלֹון
Hebrew;>XLJ;אחלי;אַחֲלַי
Hebrew;>MNH===/;אמנה֜;אֲמָנָה
Hebrew;PRPR/;פרפר֜;פַּרְפַּר
Hebrew;RMWN==/;רמון֜;רִמֹּון
Hebrew;XRJV/;חריט֜;חָרִיט
Hebrew;<PL/;עפל֜;עֹפֶל
Hebrew;QYB[;קצב;קצב
Hebrew;TXNTJ/;תחנתי֜;תַּחֲנֹתִי
Hebrew;NXT==/;נחת֜;נָחֵת
Hebrew;S<R[;סער;סער
Hebrew;>JKH=;איכה;אֵיכֹה
Hebrew;KRH==[;כרה;כרה
Hebrew;KRH/;כרה֜;כֵּרָה
Hebrew;RB<===/;רבע֜;רֹבַע
Hebrew;QB/;קב֜;קַב
Hebrew;DBJWNJM/;דביונים֜;דִּבְיֹונִים
Hebrew;XKH[;חכה;חכה
Hebrew;RMS[;רמס;רמס
Hebrew;RVC[;רטשׁ;רטשׁ
Hebrew;MKBR=/;מכבר֜;מַכְבֵּר
Hebrew;Y<JR=/;צעיר֜;צָעִיר
Hebrew;<TLJHW/;עתליהו֜;עֲתַלְיָהוּ
Hebrew;CP<H/;שׁפעה֜;שִׁפְעָה
Hebrew;MNHG/;מנהג֜;מִנְהָג
Hebrew;KCP/;כשׁף֜;כֶּשֶׁף
Hebrew;BDQR/;בדקר֜;בִּדְקַר
Hebrew;MF>=/;משׂא֜;מַשָּׂא
Hebrew;BJT_HGN/;בית הגן֜;בֵּית הַגָּן
Hebrew;M<LH_GWR/;מעלה גור֜;מַעֲלֵה גוּר
Hebrew;SMM[;סמם;סמם
Hebrew;PWK/;פוך֜;פּוּךְ
Hebrew;DMN/;דמן֜;דֹּמֶן
Hebrew;YBR/;צבר֜;צִבֻּר
Hebrew;BJT_<QD_HR<JM/;בית עקד הרעים֜;בֵּית עֵקֶד הָרֹעִים
Hebrew;BJT_<QD/;בית עקד֜;בֵּית עֵקֶד
Hebrew;<QBH/;עקבה֜;עָקְבָּה
Hebrew;<YRH/;עצרה֜;עֲצָרָה
Hebrew;MLTXH/;מלתחה֜;מֶלְתָּחָה
Hebrew;MWY>H/;מוצאה֜;מֹוצָאָה
Hebrew;JHW>XZ/;יהואחז֜;יְהֹואָחָז
Hebrew;<TLJH/;עתליה֜;עֲתַלְיָה
Hebrew;JHWCB</;יהושׁבע֜;יְהֹושֶׁבַע
Hebrew;KRJ/;כרי֜;כָּרִי
Hebrew;SWR=/;סור֜;סוּר
Hebrew;MSX;מסח;מַסָּח
Hebrew;MTN=/;מתן֜;מַתָּן
Hebrew;JHW>C/;יהואשׁ֜;יְהֹואָשׁ
Hebrew;YBJH=/;צביה֜;צִבְיָה
Hebrew;MKR=/;מכר֜;מַכָּר
Hebrew;BDQ/;בדק֜;בֶּדֶק
Hebrew;GDR[;גדר;גדר
Hebrew;MXYB/;מחצב֜;מַחְצֵב
Hebrew;SL>/;סלא֜;סִלָּא
Hebrew;JWZBD/;יוזבד֜;יֹוזָבָד
Hebrew;CM<T/;שׁמעת֜;שִׁמְעָת
Hebrew;JHWZBD/;יהוזבד֜;יְהֹוזָבָד
Hebrew;CMR==/;שׁמר֜;שֹׁמֵר
Hebrew;>MYJH/;אמציה֜;אֲמַצְיָה
Hebrew;JW>XZ/;יואחז֜;יֹואָחָז
Hebrew;>MYJHW/;אמציהו֜;אֲמַצְיָהוּ
Hebrew;JHW<DN/;יהועדן֜;יְהֹועַדָּן
Hebrew;XWX/;חוח֜;חֹוחַ
Hebrew;T<RWBWT/;תערובות֜;תַּעֲרוּבֹות
Hebrew;<ZRJH/;עזריה֜;עֲזַרְיָה
Hebrew;JWNH=/;יונה֜;יֹונָה
Hebrew;>MTJ/;אמתי֜;אֲמִתַּי
Hebrew;GT_HXPR/;גת החפר֜;גַּת הַחֵפֶר
Hebrew;ZKRJH/;זכריה֜;זְכַרְיָה
Hebrew;JKLJHW/;יכליהו֜;יְכָלְיָהוּ
Hebrew;XPCJT/;חפשׁית֜;חָפְשִׁית
Hebrew;ZKRJHW/;זכריהו֜;זְכַרְיָהוּ
Hebrew;CLWM==/;שׁלום֜;שַׁלּוּם
Hebrew;JBJC==/;יבישׁ֜;יָבֵישׁ
Hebrew;QBL=/;קבל֜;קָבָלְ־
Hebrew;<ZJH/;עזיה֜;עֻזִּיָּה
Hebrew;MNXM/;מנחם֜;מְנַחֵם
Hebrew;GDJ===/;גדי֜;גָּדִי
Hebrew;PWL==/;פול֜;פּוּל
Hebrew;PQXJH/;פקחיה֜;פְּקַחְיָה
Hebrew;PQX=/;פקח֜;פֶּקַח
Hebrew;RMLJHW/;רמליהו֜;רְמַלְיָהוּ
Hebrew;>RJH=/;אריה֜;אַרְיֵה
Hebrew;TGLT_PL>SR/;תגלת פלאסר֜;תִּגְלַת פִּלְאֶסֶר
Hebrew;JNWX/;ינוח֜;יָנֹוחַ
Hebrew;<ZJHW/;עזיהו֜;עֻזִּיָּהוּ
Hebrew;JRWC>/;ירושׁא֜;יְרוּשָׁא
Hebrew;RYJN/;רצין֜;רְצִין
Hebrew;>XZ=/;אחז֜;אָחָז
Hebrew;JHWDJ/;יהודי֜;יְהוּדִי
Hebrew;QJR=/;קיר֜;קִיר
Hebrew;DWMFQ/;דומשׂק֜;דּוּמֶּשֶׂק
Hebrew;MRYPT/;מרצפת֜;מַרְצֶפֶת
Hebrew;MWSK/;מוסך֜;מוּסָךְ
Hebrew;XZQJHW/;חזקיהו֜;חִזְקִיָּהוּ
Hebrew;CLMN>SR/;שׁלמנאסר֜;שַׁלְמַנְאֶסֶר
Hebrew;SW>/;סוא֜;סֹוא
Hebrew;XLX/;חלח֜;חֲלַח
Hebrew;XBWR/;חבור֜;חָבֹור
Hebrew;GWZN/;גוזן֜;גֹּוזָן
Hebrew;XP>[;חפא;חפא
Hebrew;HBL[;הבל;הבל
Hebrew;KWT/;כות֜;כּוּת
Hebrew;<W>/;עוא֜;עַוָּא
Hebrew;SPRWJM=/;ספרוים֜;סְפַרְוַיִם
Hebrew;CMRWNJ/;שׁמרוני֜;שֹׁמְרֹונִי
Hebrew;SKWT_BNWT/;סכות בנות֜;סֻכֹּות בְּנֹות
Hebrew;NRGL/;נרגל֜;נֵרְגַל
Hebrew;>CJM>/;אשׁימא֜;אֲשִׁימָא
Hebrew;NBXZ/;נבחז֜;נִבְחַז
Hebrew;TRTQ/;תרתק֜;תַּרְתָּק
Hebrew;SPRWJ/;ספרוי֜;סְפַרְוִי
Hebrew;>DRMLK/;אדרמלך֜;אַדְרַמֶּלֶךְ
Hebrew;<NMLK/;ענמלך֜;עֲנַמֶּלֶךְ
Hebrew;XZQJH/;חזקיה֜;חִזְקִיָּה
Hebrew;>BJ/;אבי֜;אֲבִי
Hebrew;NXCTN/;נחשׁתן֜;נְחֻשְׁתָּן
Hebrew;SNXRJB/;סנחריב֜;סַנְחֵרִיב
Hebrew;>MNH/;אמנה֜;אֹמְנָה
Hebrew;TRTN/;תרתן֜;תַּרְתָּן
Hebrew;RB==/;רב֜;רַב
Hebrew;RB_CQH/;רב שׁקה֜;רַב שָׁקֵה
Hebrew;>LJQJM/;אליקים֜;אֶלְיָקִים
Hebrew;XLQJHW/;חלקיהו֜;חִלְקִיָּהוּ
Hebrew;CBNH/;שׁבנה֜;שֶׁבְנָה
Hebrew;JW>X/;יואח֜;יֹואָח
Hebrew;>SP==/;אסף֜;אָסָף
Hebrew;BVXWN/;בטחון֜;בִּטָּחֹון
Hebrew;>RMJ=/;ארמי֜;אֲרָמִי
Hebrew;Y>H=/;צאה֜;צֹאָה
Hebrew;>RPD/;ארפד֜;אַרְפַּד
Hebrew;HN</;הנע֜;הֵנַע
Hebrew;<WH=/;עוה֜;עַוָּה
Hebrew;XLQJH/;חלקיה֜;חִלְקִיָּה
Hebrew;CBN>/;שׁבנא֜;שֶׁבְנָא
Hebrew;JC<JHW/;ישׁעיהו֜;יְשַׁעְיָהוּ
Hebrew;>MWY/;אמוץ֜;אָמֹוץ
Hebrew;TWKXH/;תוכחה֜;תֹּוכֵחָה
Hebrew;N>YH/;נאצה֜;נְאָצָה
Hebrew;MCBR=/;משׁבר֜;מַשְׁבֵּר
Hebrew;LDH/;לדה֜;לֵדָה
Hebrew;TRHQH/;תרהקה֜;תִּרְהָקָה
Hebrew;RYP=/;רצף֜;רֶצֶף
Hebrew;<DN===/;עדן֜;עֶדֶן
Hebrew;TL>FR/;תלאשׂר֜;תְּלַאשָּׂר
Hebrew;>MNM;אמנם;אָמְנָם
Hebrew;BWZ[;בוז;בוז
Hebrew;L<G[;לעג;לעג
Hebrew;KRML/;כרמל֜;כַּרְמֶל
Hebrew;QWR[;קור;קור
Hebrew;MYWR==/;מצור֜;מָצֹור
Hebrew;C>H[;שׁאה;שׁאה
Hebrew;QYR=/;קצר֜;קָצֵר
Hebrew;CDPH/;שׁדפה֜;שְׁדֵפָה
Hebrew;C>NN/;שׁאנן֜;שַׁאֲנָן
Hebrew;SXJC/;סחישׁ֜;סָחִישׁ
Hebrew;GNN[;גנן;גנן
Hebrew;NSRK/;נסרך֜;נִסְרֹךְ
Hebrew;>DRMLK=/;אדרמלך֜;אַדְרַמֶּלֶךְ
Hebrew;FR>YR/;שׂראצר֜;שַׂרְאֶצֶר
Hebrew;>SR_XDN/;אסר חדן֜;אֵסַר חַדֹּן
Hebrew;DM<H/;דמעה֜;דִּמְעָה
Hebrew;DBLT/;דבלת֜;דְּבֶלֶת
Hebrew;JXZQJHW/;יחזקיהו֜;יְחִזְקִיָּהוּ
Hebrew;BR>DK_BL>DN/;בראדך בלאדן֜;בְּרֹאדַךְ בַּלְאֲדָן
Hebrew;BL>DN/;בלאדן֜;בַּלְאֲדָן
Hebrew;NKT/;נכת֜;נְכֹת
Hebrew;VWB==/;טוב֜;טֹוב
Hebrew;>YR[;אצר;אצר
Hebrew;XPYJ_BH/;חפצי בה֜;חֶפְצִי בָהּ
Hebrew;MCQLT/;משׁקלת֜;מִשְׁקֶלֶת
Hebrew;YLXT/;צלחת֜;צַלַּחַת
Hebrew;MCSH/;משׁסה֜;מְשִׁסָּה
Hebrew;<Z>/;עזא֜;עֻזָּא
Hebrew;MCLMT/;משׁלמת֜;מְשֻׁלֶּמֶת
Hebrew;XRWY=====/;חרוץ֜;חָרוּץ
Hebrew;JVBH/;יטבה֜;יָטְבָה
Hebrew;JDJDH/;ידידה֜;יְדִידָה
Hebrew;<DJH/;עדיה֜;עֲדָיָה
Hebrew;CPN=/;שׁפן֜;שָׁפָן
Hebrew;>YLJHW/;אצליהו֜;אֲצַלְיָהוּ
Hebrew;MCLM/;משׁלם֜;מְשֻׁלָּם
Hebrew;>XJQM/;אחיקם֜;אֲחִיקָם
Hebrew;MJKJH/;מיכיה֜;מִיכָיָה
Hebrew;<FJH/;עשׂיה֜;עֲשָׂיָה
Hebrew;XLDH/;חלדה֜;חֻלְדָּה
Hebrew;TQWH==/;תקוה֜;תִּקְוָה
Hebrew;XRXS/;חרחס֜;חַרְחַס
Hebrew;KMR/;כמר֜;כֹּמֶר
Hebrew;MZLWT/;מזלות֜;מַזָּלֹות
Hebrew;TPT=/;תפת֜;תֹּפֶת
Hebrew;NTN_MLK/;נתן מלך֜;נְתַן מֶלֶךְ
Hebrew;PRBR/;פרבר֜;פַּרְבָּר
Hebrew;YJWN=/;ציון֜;צִיּוּן
Hebrew;NKH==/;נכה֜;נְכֹה
Hebrew;XMWVL/;חמוטל֜;חֲמוּטַל
Hebrew;JRMJHW/;ירמיהו֜;יִרְמְיָהוּ
Hebrew;<NC/;ענשׁ֜;עֹנֶשׁ
Hebrew;JHWJQJM/;יהויקים֜;יְהֹויָקִים
Hebrew;ZBWDH/;זבודה֜;זְבוּדָּה
Hebrew;PDJH/;פדיה֜;פְּדָיָה
Hebrew;NBWKDN>YR/;נבוכדנאצר֜;נְבוּכַדְנֶאצַּר
Hebrew;KFDJ/;כשׂדי֜;כַּשְׂדִּי
Hebrew;JHWJKJN/;יהויכין֜;יְהֹויָכִין
Hebrew;NXCT>/;נחשׁתא֜;נְחֻשְׁתָּא
Hebrew;>LNTN/;אלנתן֜;אֶלְנָתָן
Hebrew;MSGR=/;מסגר֜;מַסְגֵּר
Hebrew;DLH=/;דלה֜;דַּלָּה
Hebrew;GWLH/;גולה֜;גֹּולָה
Hebrew;MTNJH/;מתניה֜;מַתַּנְיָה
Hebrew;DJQ/;דיק֜;דָּיֵק
Hebrew;NBWZR>DN/;נבוזראדן֜;נְבוּזַרְאֲדָן
Hebrew;KRM=/;כרם֜;כֹּרֵם
Hebrew;JGB[;יגב;יגב
Hebrew;YPNJHW/;צפניהו֜;צְפַנְיָהוּ
Hebrew;GDLJHW/;גדליהו֜;גְּדַלְיָהוּ
Hebrew;NTNJH/;נתניה֜;נְתַנְיָה
Hebrew;JWXNN/;יוחנן֜;יֹוחָנָן
Hebrew;QRX===/;קרח֜;קָרֵחַ
Hebrew;TNXMT/;תנחמת֜;תַּנְחֻמֶת
Hebrew;J>ZNJHW/;יאזניהו֜;יַאֲזַנְיָהוּ
Hebrew;GLWT/;גלות֜;גָּלוּת
Hebrew;>WJL_MRDK/;אויל מרדך֜;אֱוִיל מְרֹדַךְ
Hebrew;>RXH=/;ארחה֜;אֲרֻחָה
Hebrew;>BWS/;אבוס֜;אֵבוּס
Hebrew;ZWR[;זור;זור
Hebrew;DWJ=/;דוי֜;דַּוָּי
Hebrew;MLWNH/;מלונה֜;מְלוּנָה
Hebrew;MQCH=/;מקשׁה֜;מִקְשָׁה
Hebrew;ZKH[;זכה;זכה
Hebrew;>CR[;אשׁר;אשׁר
Hebrew;XMWY=/;חמוץ֜;חָמֹוץ
Hebrew;LBN[;לבן;לבן
Hebrew;SJG/;סיג֜;סִיג
Hebrew;SB>/;סבא֜;סֹבֶא
Hebrew;MHL[;מהל;מהל
Hebrew;CLMNJM/;שׁלמנים֜;שַׁלְמֹנִים
Hebrew;BR=====/;בר֜;בֹּר
Hebrew;BDJL/;בדיל֜;בָּדִיל
Hebrew;>JL==/;איל֜;אַיִל
Hebrew;XPR[;חפר;חפר
Hebrew;XSN/;חסן֜;חָסֹן
Hebrew;NJYWY/;ניצוץ֜;נִיצֹוץ
Hebrew;NHR[;נהר;נהר
Hebrew;MZMRH/;מזמרה֜;מַזְמֵרָה
Hebrew;FPQ[;שׂפק;שׂפק
Hebrew;QYH==/;קצה֜;קֵצֶה
Hebrew;CXX[;שׁחח;שׁחח
Hebrew;GBHWT/;גבהות֜;גַּבְהוּת
Hebrew;RWM=/;רום֜;רוּם
Hebrew;G>H/;גאה֜;גֵּאֶה
Hebrew;CPL==/;שׁפל֜;שָׁפֵל
Hebrew;FKJH/;שׂכיה֜;שְׂכִיָּה
Hebrew;MXLH==/;מחלה֜;מְחִלָּה
Hebrew;PRWT/;פרות֜;פֵּרֹות
Hebrew;MC<N/;משׁען֜;מַשְׁעֵן
Hebrew;MC<NH/;משׁענה֜;מַשְׁעֵנָה
Hebrew;XRC=====/;חרשׁ֜;חֶרֶשׁ
Hebrew;LXC/;לחשׁ֜;לַחַשׁ
Hebrew;T<LWLJM/;תעלולים֜;תַּעֲלוּלִים
Hebrew;RHB[;רהב;רהב
Hebrew;MKCLH/;מכשׁלה֜;מַכְשֵׁלָה
Hebrew;HKRH/;הכרה֜;הַכָּרָה
Hebrew;BL<=[;בלע;בלע
Hebrew;DK>[;דכא;דכא
Hebrew;GRWN/;גרון֜;גָּרֹון
Hebrew;FQR[;שׂקר;שׂקר
Hebrew;VPP[;טפף;טפף
Hebrew;<KS[;עכס;עכס
Hebrew;FPX[;שׂפח;שׂפח
Hebrew;<KS/;עכס֜;עֶכֶס
Hebrew;CBJS/;שׁביס֜;שָׁבִיס
Hebrew;CR==/;שׁר֜;שֵׁר
Hebrew;R<LH/;רעלה֜;רְעָלָה
Hebrew;QCRJM/;קשׁרים֜;קִשֻּׁרִים
Hebrew;MXLYWT/;מחלצות֜;מַחֲלָצֹות
Hebrew;M<VPT/;מעטפת֜;מַעֲטֶפֶת
Hebrew;MVPXT/;מטפחת֜;מִטְפַּחַת
Hebrew;GLJWN/;גליון֜;גִּלָּיֹון
Hebrew;YNJPH/;צניפה֜;צְנִיפָה
Hebrew;RDJD/;רדיד֜;רְדִיד
Hebrew;MQ/;מק֜;מַק
Hebrew;NQPH/;נקפה֜;נִקְפָּה
Hebrew;MQCH==/;מקשׁה֜;מִקְשֶׁה
Hebrew;PTJGJL/;פתיגיל֜;פְּתִיגִיל
Hebrew;MXGRT/;מחגרת֜;מַחֲגֹרֶת
Hebrew;KJ/;כי֜;כִּי
Hebrew;JPJ/;יפי֜;יֳפִי
Hebrew;>NH=[;אנה;אנה
Hebrew;DWX[;דוח;דוח
Hebrew;XPH/;חפה֜;חֻפָּה
Hebrew;MXSH/;מחסה֜;מַחְסֶה
Hebrew;MSTWR/;מסתור֜;מִסְתֹּור
Hebrew;ZRM/;זרם֜;זֶרֶם
Hebrew;<ZQ[;עזק;עזק
Hebrew;FRQ/;שׂרק֜;שֹׂרֵק
Hebrew;B>C=/;באשׁ֜;בָּאֻשׁ
Hebrew;MFWKH/;משׂוכה֜;מְשׂוּכָּה
Hebrew;MRMS/;מרמס֜;מִרְמָס
Hebrew;BTH=/;בתה֜;בָּתָה
Hebrew;<DR=[;עדר;עדר
Hebrew;CMJR/;שׁמיר֜;שָׁמִיר
Hebrew;CJT/;שׁית֜;שַׁיִת
Hebrew;NV</;נטע֜;נֶטַע
Hebrew;C<CW<JM/;שׁעשׁועים֜;שַׁעֲשׁוּעִים
Hebrew;MFPX/;משׂפח֜;מִשְׂפָּח
Hebrew;YXH/;צחה֜;צִחֶה
Hebrew;P<R[;פער;פער
Hebrew;C>WN/;שׁאון֜;שָׁאֹון
Hebrew;<LZ/;עלז֜;עָלֵז
Hebrew;DBR==/;דבר֜;דֹּבֶר
Hebrew;MX/;מח֜;מֵחַ
Hebrew;MSK[;מסך;מסך
Hebrew;XCC/;חשׁשׁ֜;חֲשַׁשׁ
Hebrew;SWXH/;סוחה֜;סוּחָה
Hebrew;NWM[;נום;נום
Hebrew;YR===/;צר֜;צַר
Hebrew;GLGL/;גלגל֜;גַּלְגַּל
Hebrew;SWPH/;סופה֜;סוּפָה
Hebrew;C>GH/;שׁאגה֜;שְׁאָגָה
Hebrew;NHM[;נהם;נהם
Hebrew;NHMH/;נהמה֜;נְהָמָה
Hebrew;<RJPJM/;עריפים֜;עֲרִיפִים
Hebrew;DMH=[;דמה;דמה
Hebrew;RYPH/;רצפה֜;רִצְפָּה
Hebrew;C<<=[;שׁעע;שׁעע
Hebrew;CLKT/;שׁלכת֜;שַׁלֶּכֶת
Hebrew;NXH=[;נחה;נחה
Hebrew;C>R_JCWB/;שׁאר ישׁוב֜;שְׁאָר יָשׁוּב
Hebrew;>WD/;אוד֜;אוּד
Hebrew;QWY=[;קוץ;קוץ
Hebrew;VB>L/;טבאל֜;טָבְאֵל
Hebrew;<MQ[;עמק;עמק
Hebrew;C>LH=/;שׁאלה֜;שְׁאָלָה
Hebrew;<MNW_>L/;עמנו אל֜;עִמָּנוּ אֵל
Hebrew;BTH/;בתה֜;בַּתָּה
Hebrew;NQJQ/;נקיק֜;נָקִיק
Hebrew;N<YWY/;נעצוץ֜;נַעֲצוּץ
Hebrew;NHLL/;נהלל֜;נַהֲלֹל
Hebrew;M<DR/;מעדר֜;מַעְדֵּר
Hebrew;MHR_CLL_XC_BZ/;מהר שׁלל חשׁ בז֜;מַהֵר שָׁלָל חָשׁ בַּז
Hebrew;JBRKJHW/;יברכיהו֜;יְבֶרֶכְיָהוּ
Hebrew;CLX===/;שׁלח֜;שִׁלֹחַ
Hebrew;MFWF/;משׂושׂ֜;מָשֹׂושׂ
Hebrew;MVH===/;מטה֜;מֻטָּה
Hebrew;XZQH=/;חזקה֜;חֶזְקָה
Hebrew;T<WDH/;תעודה֜;תְּעוּדָה
Hebrew;LMD/;למד֜;לִמֻּד
Hebrew;YPP[;צפף;צפף
Hebrew;M<WP/;מעוף֜;מְעוּף
Hebrew;YWQH/;צוקה֜;צוּקָה
